date,2026-09-22_11:35
model,SimCRC v0.15.0
risk_scenario,ControlAugParams
population,TOTAL
adherence_fucol,1
screening_startage,45
screening_stopage,75
stoolorbloodtest_type,FIT
stoolorbloodtest_interval,2
structuralexam_type,NA
structuralexam_interval,NA

age,n_alive,n_alive_nocrc,n_pos_fit,n_pos_sdna,n_pos_srna,n_pos_blood,n_pos_shield,n_pos_simplescreen,n_pos_sig,n_pos_ctc,n_pos_scrcol,n_neg_fit,n_neg_sdna,n_neg_srna,n_neg_blood,n_neg_shield,n_neg_simplescreen,n_neg_sig,n_neg_ctc,n_neg_scrcol,n_pos_fucol,n_neg_fucol,n_pos_survcol,n_neg_survcol,n_adn1to5_scr,n_adn6to9_scr,n_adn10plus_scr,n_ssp1to5_scr,n_ssp6to9_scr,n_ssp10plus_scr,n_lesion1to5_scr,n_lesion6to9_scr,n_lesion10plus_scr,n_CRCstageI_scr,n_CRCstageII_scr,n_CRCstageIII_scr,n_CRCstageIV_scr,n_adn1to5_surv,n_adn6to9_surv,n_adn10plus_surv,n_ssp1to5_surv,n_ssp6to9_surv,n_ssp10plus_surv,n_lesion1to5_surv,n_lesion6to9_surv,n_lesion10plus_surv,n_CRCstageI_surv,n_CRCstageII_surv,n_CRCstageIII_surv,n_CRCstageIV_surv,n_CRCstageI_sym,n_CRCstageII_sym,n_CRCstageIII_sym,n_CRCstageIV_sym,n_CRC_dth,n_compl_dth,n_oc_dth,ly,ly_nocrc,ly_crcI_initial,ly_crcII_initial,ly_crcIII_initial,ly_crcIV_initial,ly_crcI_contin,ly_crcII_contin,ly_crcIII_contin,ly_crcIV_contin,ly_crcI_termcrc,ly_crcII_termcrc,ly_crcIII_termcrc,ly_crcIV_termcrc,ly_crcI_termoc,ly_crcII_termoc,ly_crcIII_termoc,ly_crcIV_termoc,n_3ormorenonlargeadn_scr,n_3ormorenonlargeadn_surv
40,971535,971535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,30,19,8,0,1394,970826.466272033,970786.29421194,5.31108434205206,11.4657295570937,13.9092192557211,3.07346171394709,0,0,0,0,0.452659939170388,0.311902644112706,0.679688069082502,2.45437500875221,0,0,0,0,0,0
41,970133,970055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,31,22,19,0,1487,969376.509055182,969267.423281117,7.00544719029602,23.2313718183999,25.905123328419,8.09595709325873,5.30766396420339,11.4657295570937,13.5381095940749,3.01812953383449,0.547340060829612,0,3.60489193454062,7.65186827479246,0,0,0,0,0,0
42,968627,968493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,33,38,18,0,1551,967848.065306292,967671.48079665,10.1822791205342,19.3163166563984,28.1682028465665,12.424139593152,12.3131111544994,34.1723304320997,38.3468317993385,6.91960072011601,0,0.524770943393932,1.52475653025795,10.376880829622,0,0,0,0,0,0
43,967058,966833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,37,34,30,0,1698,966180.911123469,965920.549632575,8.15363580115235,25.5389091551617,30.7393468673394,14.6674147813356,22.4953902750336,51.569697006945,63.3613592439143,13.9493771528905,0,2.44288930346263,4.95717573121555,20.0509980360334,0,0,0,0,0,0
44,965330,965034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,55,37,39,0,1881,964389.466058673,964051.407713603,6.97401643470221,20.3953215312598,44.8121233590491,18.0251122304716,30.649026076186,75.4717022194604,89.525132231672,15.5819164517902,0,3.2469637237895,8.7968106591691,26.5561782419291,0,0,0,0,0,0
45,963410,963032,40509,0,0,0,0,0,0,0,0,922523,0,0,0,0,0,0,0,0,16243,24266,0,0,3127,5642,6580,0,0,0,3127,5642,6580,508,308,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,17,11,48,1,2019,962377.999626086,961111.053453967,509.131861003719,321.221034072014,80.5344410718327,41.9424718629336,37.6230425108882,93.6508665490574,126.96821572136,22.2271950443641,0,5.2189739914799,9.07982906983577,20.6675286776353,1.34345085942186,0.286709575215355,0,0,0,0
46,961342,960079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,23,16,27,0,2183,960225.300669308,958947.301406131,3.40812645452719,12.3213642984026,16.4220588171809,10.0824042231498,546.754903514607,407.82944799185,193.987868152228,46.8585772899166,0,4.53028606438158,14.1696600563114,21.0211009192513,0,1.71329042478465,0,0,0,0
47,959132,957836,38338,0,0,0,0,0,0,0,0,880072,0,0,0,0,0,0,0,0,15124,23214,0,0,3350,5458,5851,0,0,0,3350,5458,5851,312,128,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,53,1,2317,957939.733239931,956194.901339779,313.231576830684,142.416151175168,31.4504218551269,14.6564716030273,548.497181140651,408.491520211669,195.283536049984,39.0737361858725,1.66584882848397,11.6719035145539,14.9862278238923,20.6236357852442,0.605393200181425,1.06707954360172,0,0,0,0
48,956761,955027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,5922,0,0,0,0,0,0,0,0,0,0,0,0,0,758,248,65,0,0,0,758,248,65,3,2,0,1,4,19,15,15,55,0,2565,955416.808625116,953680.754870954,3.73054660125513,10.1318908021282,11.190826926623,10.6603754764155,856.269042541952,532.001847495084,214.741464280285,42.8285791294802,3.76129190778958,16.2102087552112,11.6963306841376,17.996585715031,1.69842352159321,1.95403040200472,0.428588963346556,0,0,0
49,954141,952406,36304,0,0,0,0,0,0,0,0,839201,0,0,0,0,0,0,0,0,14486,21818,0,0,3181,5373,5565,0,0,0,3181,5373,5565,279,74,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,9,54,0,2720,952743.918754913,950660.874426671,281.239153067235,88.2119247377968,13.908035449711,11.3280583230812,853.475746370324,529.382219226171,210.982806060787,43.0341954888827,4.83819825564766,11.5868608642932,16.8075357981931,13.6820256002351,4.01296070544049,1.16465820674784,0.571411036653444,0,0,0
